idx,smiles,score,glue_score,MO_Score,Tc,PAINS,Scaffold_Penalty
8698,"CC1(C)C(CN=C=S)C1(C)C
",0.44078678,0.9963139910073169,0.6814903288369918,0.08333333333333333,0,0
36578,"ClC/C=C/C[N+]12CN3CN(CN(C3)C1)C2
",0.44075668,0.9963139910073169,0.6810141383608013,0.08571428571428572,0,0
17998,"CC(C)C[NH+](C(C)C)[C@@]1(CN)CSCC(C)(C)C1
",0.44074306,0.9963139910073169,0.6791093764560394,0.09523809523809523,0,0
27899,"CC1(C)[C@H]2CC[C@](C)(C2)[C@@H]1[NH2+][C@@H]1CCNC1
",0.44074723,0.9963139910073169,0.6789789133118777,0.0958904109589041,0,0
3070,"BrCC1(C[C@@H]2C[C@H]3CC[C@@H]2C3)CCCC1
",0.440743,0.9963139910073169,0.678802156793981,0.0967741935483871,0,0
3445,"CC1(C)CC[NH+]([C@](C)(C[NH3+])C2(C)CC2)C1
",0.44077614,0.9963139910073169,0.6781569955036585,0.1,0,0
21503,"CC1(C)[C@H]2CC[C@@H](O)[C@@]3(C)CC[C@](C)(O)[C@H]3[C@H]21
",0.44072148,0.9956758841737415,0.6781196322277159,0.09859154929577464,0,0
28189,"CCC1(CC)CC[NH+]([C@@]2(C[NH3+])CC(C)(C)OC2(C)C)C1
",0.4407307,0.9963139910073169,0.6778671404311947,0.10144927536231885,0,0
39467,"C[C@H]1CC[C@H]([NH2+][C@@H]2CCNC2)[C@@H]1C
",0.4407423,0.9963139910073169,0.6774673403312447,0.10344827586206896,0,0
33663,"C[NH2+][C@]1(C[NH3+])CCCCC1(C)C
",0.44078165,0.9963139910073169,0.6774673403312447,0.10344827586206896,0,0
24929,"c1[nH]c2c([nH+]1)CCCCCC2
",0.44073606,0.9963139910073169,0.6772614731155988,0.1044776119402985,0,0
5945,"CCC(CC)C1(C[NH2+]C)CCCC1
",0.44075826,0.9963139910073169,0.6771043639247111,0.10526315789473684,0,0
13133,"C[NH2+]C1C[C@@H]2CC[C@H](C1)[NH+]2[C@H]1CCCCC1(C)C
",0.44075894,0.9963139910073169,0.6769448742915373,0.10606060606060606,0,0
1498,"CNc1nc(N)c2c([nH+]1)CCC2(C)C
",0.44071397,0.9956758841737415,0.6766258208747495,0.10606060606060606,0,0
32700,"OC[C@@H]1O[C@@H](O)[C@@H](F)[C@H](O)[C@H]1O
",0.44075418,0.9952244565545894,0.6763356325326139,0.10638297872340426,0,0
36202,"C[C@H]1C[C@](O)(CCC(F)(F)F)CS1
",0.440728,0.9963139910073169,0.6762819955036584,0.109375,0,0
10234,"O[C@H]1CCC2C1C1CC[C@H](O)C21
",0.44080308,0.9950713850330798,0.676259096771859,0.10638297872340426,0,0
37281,"C[C@H]1CO[C@@H](C23CC4CC(CC(C4)C2)C3)C[NH2+]1
",0.44073477,0.9963139910073169,0.6759347732814363,0.1111111111111111,0,0
20865,"O=C1C=CS(=O)(=O)[C@@H]2[C@@H]3C=C[C@@H](C3)[C@@H]12
",0.44074398,0.9959276425912141,0.6757415990733848,0.1111111111111111,0,0
36020,"N#C[C@H]1CCC[C@H]1N[C@H]1CCC[C@@H]([NH3+])C1
",0.44073462,0.9966359423271272,0.6757373260022732,0.11290322580645161,0,0
19700,"CC1(C)C[NH+](CCCCC#N)C1
",0.44076955,0.9963139910073169,0.6756217842360528,0.11267605633802817,0,0
17921,"CC#CC[C@H]([NH3+])[C@H]1CSCCS1
",0.44073686,0.9963139910073169,0.6755763503423682,0.11290322580645161,0,0
24737,"CC(C)[NH2+]C1CC(C(C)C)C1
",0.44077966,0.9963139910073169,0.6755154860696961,0.11320754716981132,0,0
31299,"Fc1c(F)c(F)c(CSc2cn[nH]n2)c(F)c1F
",0.44073486,0.9945663563257913,0.6754081781628957,0.109375,0,0
25517,"O=[N+]([O-])C12CC3CC(CC(C3)C1)C2
",0.4407816,0.9963139910073169,0.6750800724267354,0.11538461538461539,0,0
13586,"C[NH+](CC1CCC(C[NH3+])CC1)CC1CC1
",0.44078234,0.9963139910073169,0.6750800724267354,0.11538461538461539,0,0
35547,"CC(C)[C@H]1CN(C2C(C)(C)C2(C)C)[C@H](C(C)C)C[NH2+]1
",0.44075593,0.9965343969742806,0.6749338651538069,0.11666666666666667,0,0
28891,"S=C1N=CC2=CC=CCN12
",0.44074723,0.9963139910073169,0.6748236621703251,0.11666666666666667,0,0
39235,"C1CCC([NH2+]C[C@@H]2CC[C@@H]3CCCC[C@@H]3[NH2+]2)CC1
",0.44073898,0.9963139910073169,0.6748236621703251,0.11666666666666667,0,0
20256,"C[NH2+]C1CCC([NH+](C)[C@@H](C)C2CC2)CC1
",0.440777,0.9963139910073169,0.6744281819443364,0.11864406779661017,0,0
15850,"O=C([O-])C(O)(C(=O)[O-])C(=O)[O-]
",0.4408217,0.9963139910073169,0.6743474716941347,0.11904761904761904,0,0
35988,"C1C[NH+](C[C@H]2C[C@H]3CC[C@@H]2C3)CCC1C[NH2+]C1CC1
",0.4407489,0.9963139910073169,0.6742763984887331,0.11940298507462686,0,0
32344,"O=CO[C@H]1CC[C@@H]2CCCC[C@@H]2C1
",0.44072565,0.9967431183915837,0.674233628161309,0.1206896551724138,0,0
8703,"ClCC[NH+]1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1
",0.44076204,0.9963139910073169,0.6740190644691757,0.1206896551724138,0,0
11543,"O=c1[nH]c2c(c(=O)[nH]1)C[NH2+]C2
",0.44075626,0.9963139910073169,0.6740190644691757,0.1206896551724138,0,0
10922,"C1CCC(N[C@@H]2CC[NH+](C3CC3)C2)=[NH+]C1
",0.4407092,0.9916151888196423,0.6739325944098211,0.109375,0,0
1464,"CCC1(CC)CC[NH+]([C@H]2CC[C@@](CO)([NH2+]C)C2)C1
",0.4407297,0.9963139910073169,0.6739145712612342,0.12121212121212122,0,0
16722,"CC[C@@H](CC[NH3+])n1cc[nH+]c1
",0.44072986,0.9963139910073169,0.6739145712612342,0.12121212121212122,0,0
12208,"C[NH+](C)CCC1=CC[C@@H]2C[C@H]1C2(C)C
",0.440724,0.9963139910073169,0.6739145712612342,0.12121212121212122,0,0
4351,"O=c1c2c(c1=O)OCCCO2
",0.4407853,0.9963139910073169,0.6735416108882738,0.12307692307692308,0,0
26557,"O[C@H]1C=C[C@@]23C=CC=C[C@@]12CCCC3
",0.4407327,0.9936239067323428,0.6734786200328381,0.11666666666666667,0,0
18695,"O=c1ccc(SC(F)(F)F)c[nH]1
",0.44071662,0.9956758841737415,0.6734476981844317,0.12195121951219512,0,0
23872,"CCC1(CC)CC[NH+]([C@]2(C[NH3+])CCCS[C@H]2C)CC1
",0.44071314,0.9956758841737415,0.6732225574714862,0.12307692307692308,0,0
29408,"Brc1ccc(-n2cnnn2)nc1
",0.44072047,0.9956758841737415,0.6731804078402954,0.1232876712328767,0,0
9210,"C[NH2+][C@H]1CCC[C@H]1C[NH+](C)C1CCC(C)(C)CC1
",0.44073477,0.9963139910073169,0.6731569955036585,0.125,0,0
20839,"C=CCCC[C@@]1(C)CCCCC[NH2+]1
",0.44076705,0.9963139910073169,0.6731569955036585,0.125,0,0
