PCD,LEA,SCP,ARO,RIS,IPS,SHA
1.4736842105263157,0.5714285714285714,0.12029999999999999,1.0,0.9,0.14235590382309915,0.5191787415229003
1.6,0.4666666666666667,0.4985000000000001,1.0,0.4,0.4389867540503936,0.2448552070896373
1.4583333333333333,0.4117647058823529,0.5061,2.0,0.6,0.19422330569867655,0.43875698090701776
1.4814814814814814,0.47368421052631576,0.6160000000000001,2.0,0.8,0.746730195978234,0.09394826603434371
2.0,0.5454545454545454,0.434,1.0,0.3,0.4427736143270942,0.24305893751230442
1.5,0.3888888888888889,0.4268,2.0,0.5,0.11613821555735597,0.5534881003388339
1.2592592592592593,0.10526315789473684,0.6648000000000001,3.0,0.4,0.29700937211420947,0.3420080422948052
1.7058823529411764,0.3333333333333333,0.5513,2.0,0.2,0.7131685469658576,0.10698157362626344
1.7272727272727273,0.375,0.6325,2.0,0.9,0.6169331611531746,0.1503094198598149
1.2727272727272727,0.5,0.7843000000000001,2.0,0.7,0.5247568015949501,0.1962341173786961
1.5,0.23529411764705882,0.5856,2.0,0.8,0.620623072478742,0.14854217838448389
1.4782608695652173,0.5294117647058824,0.6264,1.0,0.6,0.7286043856029375,0.10069617282401101
1.303030303030303,0.13636363636363635,1.4643000000000002,3.0,0.8,0.24747354189783818,0.38992905648439996
1.4615384615384615,0.47368421052631576,0.8398,2.0,0.9,0.6304765583594297,0.14350478921269202
1.2941176470588236,0.16666666666666666,0.5753,2.0,0.4,0.33800526829394484,0.31397828558809243
1.25,0.5454545454545454,0.44610000000000005,2.0,0.7,0.7659217764919517,0.08609022269872284
1.6842105263157894,0.5625,0.597,1.0,1.1,0.7417118512919144,0.09610019414270123
1.3636363636363635,0.47058823529411764,0.3833,1.0,0.3,0.34036332673820147,0.31078035189288844
1.6153846153846154,0.55,0.508,1.0,0.7,0.7111741679321778,0.10831391670134853
1.4230769230769231,0.23809523809523808,0.5446,3.0,0.4,0.24161400402159125,0.39318031912357715
1.32,0.38095238095238093,0.6136,2.0,1.1,0.44348840847381943,0.24112372580466093
1.3103448275862069,0.15,0.8494000000000002,2.0,0.8,0.5107139487803006,0.2043895561507515
1.2857142857142858,0.8571428571428571,0.7476,0.0,0.2,0.5708526793702555,0.17206390956915094
1.7619047619047619,0.4,0.7511,2.0,0.5,0.4286222435483122,0.25452037322946974
1.5833333333333333,0.3125,0.8032,2.0,0.5,0.4506337320575043,0.2367611410944409
1.5416666666666667,0.375,0.8430000000000001,2.0,0.5,0.5032816384904325,0.20757689167183901
1.5555555555555556,0.6363636363636364,0.8652,1.0,0.9,0.4141135090279083,0.25897731055850537
1.4814814814814814,0.3181818181818182,0.5981000000000001,3.0,0.8,0.5135949215485208,0.20147961259948538
1.5769230769230769,0.3333333333333333,0.9548000000000001,2.0,0.6,0.5297883374003163,0.19331838969785284
1.4230769230769231,0.25,1.1998,3.0,0.8,0.7667793068066566,0.08517262327430938
1.1111111111111112,0.11538461538461539,1.4650999999999998,2.0,0.7,0.5282780363892323,0.19718024571583337
1.5238095238095237,0.1875,0.7067,3.0,0.5,0.4674836084423037,0.22710845315701325
1.5454545454545454,0.23529411764705882,0.3833,2.0,0.8,0.13542826244097278,0.5132101065548863
1.3142857142857143,0.23076923076923078,1.0458,3.0,0.8,0.4167626014170729,0.2575169256631043
1.3333333333333333,0.42105263157894735,0.8227000000000001,2.0,0.4,0.7292899086744522,0.10053286311931488
1.2,0.12,0.4899,4.0,0.5,0.10635929563547054,0.5589016772310937
1.5909090909090908,0.08333333333333333,1.0544000000000002,1.0,0.4,0.5246613233439945,0.19677956898664586
1.45,0.42857142857142855,0.43860000000000005,1.0,0.7,0.3378524198839694,0.3149911838569681
1.6666666666666667,0.5625,0.845,1.0,0.7,0.6881698279388977,0.11777964070099066
1.6842105263157894,0.42857142857142855,0.49410000000000004,1.0,0.7,0.4628043371082977,0.2296257881657467
1.3333333333333333,0.1,0.8785000000000001,2.0,0.4,0.25524216043513415,0.38163679397765365
1.631578947368421,0.38461538461538464,0.6239,1.0,0.7,0.6167833271493294,0.15103014805735399
2.0555555555555554,0.6153846153846154,0.6793,1.0,0.7,0.7052850365978052,0.11033253220580677
1.380952380952381,0.9444444444444444,0.4845999999999999,0.0,0.8,0.47407114560002794,0.2246644942741329
1.21875,0.5416666666666666,0.7748,1.0,0.6,0.6507041603810007,0.1342084193627276
2.0,1.0,0.1661,0.0,0.8,0.367478670245337,0.2895779644647654
1.44,0.25,0.7639,2.0,0.5,0.6690463849958151,0.12654299497444474
1.4545454545454546,0.5555555555555556,0.6164000000000001,1.0,0.5,0.5716940997796522,0.1715934514877807
1.2,0.14814814814814814,1.1466,3.0,0.8,0.0939146050378199,0.5828373000950623
1.6363636363636365,0.8125,0.6305000000000001,1.0,0.9,0.6970140629103071,0.11443613565489975
1.5263157894736843,0.15384615384615385,0.6399,2.0,0.3,0.7543600567048084,0.09007065209967208
1.7142857142857142,0.5,0.7263,1.0,0.7,0.5950751312118016,0.16013995222111405
1.45,0.3333333333333333,1.0156999999999998,1.0,0.7,0.584210364538567,0.16552232199629904
1.4230769230769231,0.65,0.7383000000000002,1.0,0.7,0.5601187935142031,0.177674556045621
1.2962962962962963,0.21739130434782608,0.49410000000000004,3.0,0.5,0.7939725280134711,0.07416540648332713
1.0625,0.08,0.7334,4.0,0.8,0.5688952120619274,0.17301877170847688
1.5333333333333334,0.25,1.0714,2.0,0.8,0.5971006502392875,0.15906864726050715
1.5454545454545454,0.23529411764705882,0.6857,2.0,0.4,0.6328723750289345,0.14226696231659253
1.4090909090909092,0.26666666666666666,0.554,2.0,0.2,0.35175681612231774,0.30101342494974886
1.6538461538461537,0.3,0.6255000000000001,2.0,0.8,0.7598775095629131,0.08805591480987815
1.56,0.5625,1.2380000000000002,1.0,0.7,0.3088888520216141,0.3340078266316517
1.4516129032258065,0.4166666666666667,0.6308,2.0,1.0,0.7305585601027538,0.10083727575927573
1.894736842105263,0.5384615384615384,0.4617,1.0,0.6,0.3535370824103035,0.30603661490377704
1.6666666666666667,0.5,0.2524,2.0,0.7,0.20929204549632208,0.4239248324090177
1.6,0.8,0.4728,1.0,1.0,0.2515483708113349,0.38068290811722666
1.206896551724138,0.09523809523809523,0.9436999999999999,3.0,0.4,0.23574836540478608,0.3958105645093837
1.32,0.2631578947368421,0.7386000000000001,2.0,0.7,0.588764865836591,0.16309155633972255
1.52,0.2631578947368421,0.5615,2.0,0.9,0.6735398481756538,0.12423034185034247
1.3636363636363635,0.6111111111111112,0.32780000000000004,1.0,0.6,0.12632438605941113,0.5584356469412874
1.44,0.42105263157894735,0.8423,2.0,0.7,0.5954820344918978,0.16015278827796997
1.8095238095238095,0.7857142857142857,0.8604999999999999,1.0,0.8,0.5312245615838683,0.19402206403791356
1.1176470588235294,0.28,0.8722999999999999,2.0,0.6,0.6711793459925978,0.12540851432517566
0.9375,0.08695652173913043,1.0468000000000002,3.0,0.5,0.9145302042783776,0.029371417995743915
1.3214285714285714,0.3333333333333333,0.6144000000000001,2.0,0.5,0.7672908815136672,0.08561576722055807
1.4166666666666667,0.2631578947368421,0.5864,2.0,0.5,0.5354049650582392,0.19119511585757848
1.6,0.21428571428571427,0.8717,2.0,0.3,0.7265781126775791,0.10208207299194497
1.2352941176470589,0.3225806451612903,0.0712,3.0,0.9,0.5574676670633353,0.17940879780644567
1.3636363636363635,0.4444444444444444,0.419,1.0,0.6,0.550121795855544,0.18616598098883358
1.9,0.4,0.7447999999999999,1.0,0.9,0.5515750866613962,0.18166656337591827
1.4827586206896552,0.25,1.0035999999999998,3.0,0.4,0.4885189254457087,0.21980275483601808
1.5,0.4666666666666667,0.48150000000000004,2.0,0.4,0.2067635708390644,0.42535627070947163
1.736842105263158,0.36363636363636365,1.0134,1.0,0.7,0.5416147038954617,0.18680854094531918
1.5185185185185186,0.3888888888888889,0.8636000000000001,2.0,0.7,0.8726551728701892,0.04476255997665255
1.5833333333333333,0.5555555555555556,0.5419,2.0,0.8,0.8025778690647308,0.07147343754247493
1.3043478260869565,0.2777777777777778,0.4661,2.0,0.9,0.38680533913629755,0.2765991673327435
1.4814814814814814,0.35,0.6648000000000001,2.0,0.6,0.6890417322351636,0.11829733064060736
1.44,0.2777777777777778,0.6411,3.0,0.7,0.8232762132525548,0.06290850191620109
1.4166666666666667,0.17647058823529413,0.7101000000000001,3.0,0.7,0.782168490389674,0.0791633769798217
1.736842105263158,0.4166666666666667,0.6996000000000001,1.0,0.7,0.2922179646472503,0.34649138189281875
1.4074074074074074,0.2857142857142857,0.5812,3.0,0.5,0.5087043679879043,0.20401564793571414
1.5555555555555556,0.5,0.6723,2.0,0.5,0.437324623662682,0.24469406545847794
1.391304347826087,0.5333333333333333,0.7527000000000001,1.0,0.6,0.806555563781477,0.06970177229829448
1.2666666666666666,0.2727272727272727,1.1864000000000001,2.0,0.9,0.25664714465794064,0.3765418781879004
1.2307692307692308,0.18181818181818182,0.46340000000000003,4.0,0.6,0.555978536089114,0.18033963278438148
1.2758620689655173,0.13043478260869565,0.7415999999999999,3.0,0.8,0.12346997364016055,0.5280073384567472
1.619047619047619,0.47058823529411764,0.2954,1.0,0.6,0.5549664379619559,0.18149776833358092
1.4210526315789473,0.8666666666666667,0.6043999999999999,0.0,0.8,0.19401923280976696,0.43933441952565655
1.3333333333333333,0.375,0.8842,2.0,1.0,0.5089138727899926,0.20448967286007597
1.5238095238095237,0.4,0.4804,2.0,0.8,0.6472792439133231,0.13621511508317952
1.3235294117647058,0.32142857142857145,0.6773,2.0,0.6,0.2541602194193675,0.3924562999039929
1.7619047619047619,0.09090909090909091,1.2531,2.0,0.6,0.4403786989808974,0.24350798997481818
1.36,0.11764705882352941,0.6177,2.0,0.5,0.6300398875776345,0.14511291495849418
1.65,0.4666666666666667,0.4661,1.0,0.7,0.2533280382804062,0.3801379166907719
1.375,0.1875,0.3329,2.0,0.5,0.5833829808937213,0.16602652406548102
1.1714285714285715,0.44,1.0525000000000002,2.0,0.6,0.5505980946839395,0.1827048269415436
1.56,0.5,0.8841,2.0,0.7,0.7026911303143665,0.11169355238038986
1.1379310344827587,0.42857142857142855,0.6662,2.0,0.2,0.5286738162393425,0.19391002892326595
1.4615384615384615,0.4090909090909091,0.2475,2.0,0.8,0.2219939323153845,0.4271281992662325
1.56,0.47368421052631576,0.6787000000000001,1.0,0.9,0.8249114969742264,0.062246955862621065
1.3846153846153846,0.5,0.5769000000000001,2.0,0.4,0.49642945710355324,0.21147093318499505
1.6111111111111112,0.38461538461538464,0.7862,1.0,0.8,0.37657451199130054,0.28338770645318245
1.0434782608695652,0.17647058823529413,0.647,4.0,0.5,0.19671724004871396,0.4390945816178169
1.4,0.3333333333333333,0.8091000000000002,3.0,0.4,0.37793991245431396,0.2922765589508964
1.0869565217391304,0.17647058823529413,0.4732,3.0,0.6,0.4802026946589087,0.21969809110670122
1.1818181818181819,0.24,1.0127000000000002,3.0,1.0,0.2838184750040637,0.3658378347099299
1.7058823529411764,0.36363636363636365,0.7867000000000001,1.0,0.7,0.5602022144204581,0.1771784549653472
1.5555555555555556,0.15384615384615385,0.8183,2.0,0.5,0.43794228736511004,0.24832172890620216
1.5384615384615385,0.11764705882352941,0.7295,3.0,0.7,0.10658298379474875,0.568102306967824
1.1428571428571428,0.19047619047619047,0.6723,3.0,0.5,0.6231225620119111,0.1469583641555476
1.34375,0.36,0.8530000000000001,2.0,1.2,0.1816480520763866,0.4855763932662231
1.434782608695652,0.23529411764705882,0.7109000000000001,2.0,0.4,0.4859124189889936,0.21928386962443602
1.35,0.14285714285714285,0.647,3.0,0.5,0.4506304418294622,0.2375163465160422
1.4444444444444444,0.55,0.7851,1.0,0.8,0.31255130516809176,0.331384048039665
1.0416666666666667,0.6,0.5820000000000001,1.0,0.5,0.31998666773901674,0.3241104943432197
1.2222222222222223,0.4074074074074074,1.0876000000000001,3.0,0.7,0.8022269036925966,0.07158729055658526
1.2222222222222223,0.3333333333333333,0.7023,2.0,0.6,0.5040125238069385,0.20828012870912277
2.1666666666666665,0.5714285714285714,0.6801,1.0,0.6,0.5012170379680851,0.2125647468928534
1.9285714285714286,0.9090909090909091,0.45049999999999996,0.0,0.5,0.2662523209237298,0.368236920177434
1.46875,0.5,1.0778,0.0,0.9,0.19637709795410122,0.45513697971113243
1.4,0.35,1.0853000000000002,2.0,0.5,0.20147975918040012,0.4549271498778917
1.2857142857142858,0.0,1.1423,2.0,0.5,0.8372723215020732,0.057826625845650834
1.608695652173913,0.5294117647058824,0.6537000000000001,1.0,0.7,0.6976405011495145,0.11373202106392383
1.85,0.25,0.9669,2.0,0.7,0.643352627351533,0.13821028801100024
1.3333333333333333,0.3076923076923077,0.6281,4.0,0.7,0.7756242041034261,0.08139716011739345
1.6842105263157894,0.4,0.4509,2.0,0.8,0.283706631253007,0.36133579271636374
0.9615384615384616,0.35,0.7527000000000001,2.0,1.1,0.18628766525882837,0.4466840764378761
1.6842105263157894,0.5714285714285714,0.7587,1.0,1.0,0.2933973628212567,0.3448018410877048
1.5714285714285714,0.5625,0.29100000000000004,1.0,0.5,0.17710210997640255,0.4599342696730779
1.4545454545454546,0.4666666666666667,0.5265000000000001,1.0,0.6,0.8469943057390948,0.05448717976513781
1.4,0.06666666666666667,0.5069,2.0,0.5,0.46783841699245027,0.22717773808539404
1.380952380952381,0.25,0.7134,2.0,0.7,0.3999372113164035,0.26954047553887367
1.44,0.4117647058823529,0.6787000000000001,1.0,0.4,0.5073553647939345,0.2048731002189312
1.631578947368421,0.2857142857142857,0.5615000000000001,2.0,0.3,0.412436261712244,0.26025864522651077
1.2857142857142858,0.36363636363636365,0.6468,2.0,0.8,0.1635100959012097,0.5095985170673186
1.7058823529411764,0.6,0.0444,1.0,0.6,0.383999673687393,0.28724931653618957
1.8333333333333333,0.5,0.3582,1.0,0.4,0.32131301128804357,0.3304996649204047
1.6875,0.3,0.6044,1.0,0.5,0.669943608735644,0.1258707592750904
1.3846153846153846,0.45,0.5590999999999999,2.0,0.6,0.4685983681373428,0.22690146441794867
1.5769230769230769,0.47619047619047616,0.5456,2.0,0.3,0.21937509548622702,0.4204720366929934
1.875,0.6363636363636364,0.7247,0.0,0.5,0.505052982929627,0.20602657166972724
1.875,0.6666666666666666,0.8092,0.0,0.9,0.530829707735106,0.19325201202434314
1.7407407407407407,0.29411764705882354,0.8806999999999999,1.0,0.5,0.8031003996373441,0.07091947979545773
1.3,0.07142857142857142,0.5621,3.0,0.3,0.4217430855152777,0.2606080975116468
1.3846153846153846,0.2608695652173913,0.4571,3.0,0.7,0.6569281803192453,0.13197076885123923
1.380952380952381,0.1875,0.4756,2.0,0.7,0.4192304179299397,0.26040915262359116
1.25,0.23809523809523808,0.6962999999999999,4.0,0.7,0.3276315091265062,0.3257544068825609
1.6521739130434783,0.5555555555555556,0.7543000000000001,1.0,0.7,0.5860808218933088,0.16689875426864798
1.0,0.11764705882352941,0.8347,2.0,0.7,0.7034364197896126,0.11289486841595023
1.7894736842105263,0.4666666666666667,0.5932,1.0,0.7,0.5122371971913727,0.20324917537130488
1.32,0.5789473684210527,0.6172,2.0,0.5,0.25002148374441774,0.39315911454285213
1.32,0.1111111111111111,0.8279000000000001,2.0,0.2,0.7134888573442515,0.10747745122537508
1.52,0.2857142857142857,0.9689999999999999,1.0,0.6,0.48698836375515,0.21589367065090617
1.2608695652173914,0.8888888888888888,0.4985,0.0,0.7,0.5783883564374763,0.16894307031068206
1.3225806451612903,0.34782608695652173,0.9140999999999999,3.0,0.3,0.314151136059157,0.33161927670359936
1.9411764705882353,0.5,0.6384000000000001,2.0,0.6,0.2199130048822154,0.41175451718283185
1.4090909090909092,0.3125,0.7334,2.0,0.9,0.47935510703610734,0.22569067840694665
1.4666666666666666,0.3,0.7937000000000001,3.0,0.6,0.7818680161947209,0.07904497491107919
1.48,0.6,0.8475,1.0,0.8,0.7142771911114864,0.10734008117059782
1.3928571428571428,0.3,0.9528000000000002,3.0,0.7,0.07324167359058176,0.6600784135838295
1.9411764705882353,0.6153846153846154,0.36920000000000003,1.0,1.0,0.17049794036528376,0.46882188814886216
1.4782608695652173,0.23529411764705882,0.5102,2.0,0.7,0.5302625789833768,0.19462338160930406
1.48,0.2222222222222222,0.6391,3.0,0.7,0.6541540178621361,0.13416530860962686
1.5909090909090908,0.5333333333333333,0.8047,1.0,0.5,0.532188567900409,0.19325360108589196
