smiles,BIS_raw,BIS_norm
"C[NH+]1CCC(NC(=O)[C@H]2CCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1
",2.17572982772878,-0.533788217893525
"C[C@H]1C[C@H]1C(=O)N1CCN(C(=O)NCC(C)(C)[NH+]2CCCCC2)CC1
",2.19460131171115,-0.5103342151224649
"Cc1ccc([C@@H]2CSCCN2Cc2cc3cnn(C(C)C)c3nc2Cl)o1
",3.4656475528147483,1.0693572436329761
"C=CCc1ccccc1OC(C)=O
",1.3470531937978003,-1.563690481366158
"C[C@@H](c1nccs1)N(C)C(=O)c1cccc(NC(=O)C2CCCC2)c1
",2.748289407647422,0.17780467997049648
"CCC(CC)([C@@H](O)c1ccc(OC)cc1OC)[NH+](C)C
",1.5160628247892438,-1.35364063275264
"CN(CCS(C)(=O)=O)C(=O)N[C@H](c1ccc(F)cc1)[C@@H]1CCCO1
",2.1595357088802656,-0.5539147171504344
"CC[C@H](COC)NC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1
",3.0453623953127376,0.5470152138330565
"Cc1cc(NC(=O)N2CCC[C@@H]2Cc2ccccc2Cl)no1
",2.4076140598949753,-0.24559607418760154
"CC(C)CCC[NH2+][C@H]1CCOC2(CCCCC2)C1
",1.0386369640285118,-1.9469987105656579
"Cc1cc(CN(C)c2ccc(S(=O)(=O)N3CCOCC3)cc2[N+](=O)[O-])no1
",4.713798023854236,2.6205932054581864
"CC(C)C[C@@H]1COCCN1C(=O)NNC(=O)Cc1ccccn1
",2.26532623224272,-0.42243532578868753
"Nc1cccc(CN(CCO)C2CCCCC2)[nH+]1
",1.572491224145139,-1.2835098557508904
"CC(C)c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl
",2.045218428914688,-0.695991397691169
"CC(C)C(=O)Nc1ccc(NC(=O)N[C@@H](C)C(=O)N2CCCC[C@H]2C)cc1
",2.6182096910295076,0.016138006757858574
"CCNS(=O)(=O)c1ccc(Cl)c(N)c1
",1.7737513237402776,-1.0333782318670377
"CN(C)C(=O)N(Cc1ccc(OS(=O)(=O)c2ccc(F)cc2)cc1)C1CC1
",3.793887885907493,1.4773034172949515
"COc1ccc(-c2nnc(S[C@H]3CCOC3=O)n2-c2ccccc2)cc1
",3.7195571419668814,1.3849231107972342
"CC(C)n1nc(CC(=O)Nc2cccc3c2ccn3C(C)C)c2ccccc2c1=O
",3.0604157938089,0.5657239942539659
"CN(CCN1CCCC1=O)Cc1cc(Cl)ccc1Br
",1.8326416849772107,-0.9601876604774141
"CC(C)(C)Oc1cccc(-c2cc(=O)n3nccc3[nH]2)c1
",2.543291101268317,-0.07697289080083207
"Cc1ccccc1N1C(=O)S[C@@H](Nc2cccc3ccccc23)C1=O
",2.953285706237305,0.4325797554057921
"O=C(Cc1cc(F)ccc1F)Nc1ccc(NC(=O)c2ccco2)cc1
",3.400457717109286,0.9883375109659914
"N#C[C@H](COC(=O)[C@@H]1CCOc2ccccc21)Cc1cccs1
",2.9360896138815518,0.4112079757333492
"COc1cc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3nnnn32)ccc1OCc1ccc(C)cc1
",3.7050677316774503,1.3669152705342835
"O=S(=O)(Nc1ncn(Cc2ccc(Cl)c(Cl)c2)n1)c1ccc(Cl)cc1
",3.4840443486529273,1.0922212908361733
"O=C(NCCN1CCCS1(=O)=O)[C@@H]1CCC[NH+]1Cc1ccccc1
",1.9187323875677502,-0.8531917517821885
"O=Cc1ccc(-c2ccc(Cl)c(Br)c2)s1
",2.062935339263139,-0.6739723309979828
"COCc1c(C(=O)N(C)C[C@@H]2CCC[NH+](C)C2)cnn1-c1ncc(C)c(-c2cccs2)n1
",3.410853863712563,1.001258129793287
"Cc1ccccc1Cn1c(=O)c2c(nc3n(CCO)c(C)cn23)n(C)c1=O
",2.9852535843035723,0.47231031933238193
"C[C@@H](CN[C@H](C)c1nc2ccccc2n1C(F)F)[NH+](C)C1CC1
",1.8796755648628405,-0.901732652370905
"CC(C)Cc1ccc([C@@H](C)C(=O)N[C@H](C(=O)[O-])C(C)C)cc1
",2.14420623072111,-0.572966617020081
"COc1ccc2c(c1)[C@H](N[C@H](c1ccc(F)cc1)C(F)(F)F)CCO2
",1.9106090997940677,-0.8632875987294696
"COc1cccc(C(=O)NC2CCN(C(=S)Nc3cc(C)ccc3C)CC2)c1
",3.0172300618561683,0.5120515709386669
"C[C@@H](Cn1cccn1)OC(=O)CCc1cc(F)ccc1F
",2.6744726515001367,0.0860631717326422
"Cc1ccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccccc3)C2)c(OCc2ccccc2)c1
",3.362311335068218,0.9409281312408478
"CCC[NH2+][C@H]1CCOC[C@@H]1SC[C@@H](C)CO
",0.9923469327053509,-2.0045292430844657
"CC(C)N[C@H](C#N)CSC[C@H](O)CO
",1.4365637038324655,-1.4524443412982464
"COC(=O)[C@H](C)CNC(=O)C1(O)CCCC1
",1.6536707942476352,-1.1826176384819047
"COC[C@H](NC(=O)c1cnn(Cc2ccccc2)c1)C(N)=O
",3.0157012934510012,0.5101515752390922
"C[C@H](Cc1cccs1)N(C)C(=O)NCC1CC1
",1.5242906968312426,-1.343414805581165
"CC[C@@H]([NH2+][C@@H](C)c1nc2cc(Cl)ccc2n1C)C(=O)N1CCOCC1
",2.250206761979606,-0.44122622203083417
"Cc1ccc(C(=O)Nc2ccc(N3CCCC3=O)cc2)cc1[N+](=O)[O-]
",3.5841538460711186,1.216640145868944
"CC1(C)C[C@@H]2C[C@@](C)(CN2c2ncnc(NNC(=O)c3ccncc3)c2N)C1
",3.146104900061329,0.6722207879015517
"O=S(=O)(c1ccc(S(=O)(=O)N2CCC[NH+](Cc3ccc(F)cc3)CC2)cc1)N1CCCC1
",3.215767444455037,0.7587993267581431
"C[NH+]1CCC(CNC(=O)CC2CN(C(=O)OC(C)(C)C)C2)CC1
",1.4903286709041421,-1.385623751679373
"CCS(=O)(=O)N[C@@H](c1ccccc1)[C@@H](C)C(=O)OC
",1.9562916551115639,-0.8065120542091426
"CN(Cc1ccc(Cl)nc1)C(=O)[C@@H]1C[C@H]2CC[C@@H]1O2
",2.5094773402738344,-0.11899756913590458
"O=c1c2cc(Cl)c(Br)cc2ncn1C[C@@H](O)CNc1ccc(Cl)cc1
",2.740371574151244,0.16796417728752575
